battery_id,cycle,voltage,temperature,capacity,soh,rul,initial_capacity,capacity_loss,capacity_retention,previous_capacity,capacity_change
B0005,2,3.5429679883355183,32.643595085177715,1.851862025854008,0.9945679034974788,166,1.8619764616792724,0.0101144358252645,0.9945679034974789,1.8619764616792724,-0.0101144358252645
B0005,3,3.5530561298298746,32.52252561728893,1.8408078298748616,0.9886310959133612,165,1.8619764616792724,0.021168631804410865,0.9886310959133612,1.851862025854008,-0.011054195979146364
B0005,4,3.5458485201697254,32.492082733461324,1.8500581719003597,0.9935991189876996,164,1.8619764616792724,0.011918289778912738,0.9935991189876998,1.8408078298748616,0.009250342025498126
B0005,5,3.544456056134174,32.368611575014725,1.8494324960696809,0.993263091200262,163,1.8619764616792724,0.01254396560959159,0.9932630912002622,1.8500581719003597,-0.0006256758306788512
B0005,6,3.555518011319956,32.25124161987058,1.8411378898424131,0.9888083591464604,162,1.8619764616792724,0.020838571836859332,0.9888083591464601,1.8494324960696809,-0.008294606227267742
B0005,7,3.550391740377309,32.36619211449594,1.8406214079526009,0.988530975462809,161,1.8619764616792724,0.02135505372667157,0.988530975462809,1.8411378898424131,-0.000516481889812237
B0005,8,3.55743645121441,32.36748861666199,1.831163829566243,0.983451653258151,160,1.8619764616792724,0.030812632113029537,0.9834516532581511,1.8406214079526009,-0.009457578386357968
B0005,9,3.5534969394692286,32.339648365008244,1.83954583513475,0.9879533243270472,159,1.8619764616792724,0.022430626544522436,0.9879533243270472,1.831163829566243,0.0083820055685071
B0005,10,3.557887851734781,32.19118046612876,1.8300190765668485,0.9828368479569272,158,1.8619764616792724,0.031957385112423964,0.9828368479569273,1.83954583513475,-0.009526758567901528
B0005,11,3.556347543611306,32.06812817887519,1.8300015709380208,0.9828274463188356,157,1.8619764616792724,0.031974890741251594,0.9828274463188358,1.8300190765668485,-1.750562882762985e-05
B0005,12,3.560471978306512,32.347660087219026,1.828990961908424,0.9822846848766824,156,1.8619764616792724,0.032985499770848525,0.9822846848766822,1.8300015709380208,-0.0010106090295969317
B0005,13,3.560356687760622,32.283606892877664,1.8190975953712152,0.9769713166677813,155,1.8619764616792724,0.04287886630805726,0.9769713166677811,1.828990961908424,-0.009893366537208736
B0005,14,3.566431185901457,32.015896045816774,1.8188055309107152,0.9768144594429392,154,1.8619764616792724,0.04317093076855727,0.9768144594429392,1.8190975953712152,-0.0002920644605000078
B0005,15,3.565634950208217,32.00004598138285,1.8172992925920552,0.976005513492408,153,1.8619764616792724,0.044677169087217194,0.976005513492408,1.8188055309107152,-0.0015062383186599249
B0005,16,3.559994137027421,31.934592080993266,1.7968950909031398,0.965047157085199,152,1.8619764616792724,0.06508137077613263,0.965047157085199,1.8172992925920552,-0.020404201688915435
B0005,17,3.5586133415017773,31.958117234073352,1.8173331008203384,0.9760236706651644,151,1.8619764616792724,0.044643360858934056,0.9760236706651645,1.7968950909031398,0.020438009917198574
B0005,18,3.5591189041401865,31.965008645476725,1.8084160844930317,0.9712346647293618,150,1.8619764616792724,0.05356037718624074,0.9712346647293619,1.8173331008203384,-0.008917016327306682
B0005,19,3.564278368616401,31.87500939217925,1.8081381684417832,0.9710854061017862,149,1.8619764616792724,0.05383829323748923,0.9710854061017862,1.8084160844930317,-0.0002779160512484946
B0005,20,3.5632435756209606,32.24684640816457,1.8523767968843516,0.994844368340584,148,1.8619764616792724,0.009599664794920804,0.9948443683405841,1.8081381684417832,0.04423862844256843
B0005,21,3.559804801759603,32.62250010726094,1.8621496132914117,1.0000929934484686,147,1.8619764616792724,-0.00017315161213926622,1.0000929934484688,1.8523767968843516,0.00977281640706007
B0005,22,3.5614876690927493,32.26410762598871,1.8415475566742463,0.9890283763380114,146,1.8619764616792724,0.020428905005026143,0.9890283763380114,1.8621496132914117,-0.02060205661716541
B0005,23,3.5640263392404927,31.948491054200577,1.8405159641101465,0.988474345400816,145,1.8619764616792724,0.021460497569125936,0.988474345400816,1.8415475566742463,-0.0010315925640997925
B0005,24,3.559694165479912,31.855407770729308,1.8199732361436336,0.9774415915560194,144,1.8619764616792724,0.042003225535638844,0.9774415915560194,1.8405159641101465,-0.020542727966512908
B0005,25,3.5575955020525787,31.7919325371283,1.840332339495856,0.9883757272828808,143,1.8619764616792724,0.021644122183416492,0.9883757272828808,1.8199732361436336,0.020359103352222352
B0005,26,3.565914193388977,31.65359519098474,1.8287255973537373,0.9821421672025076,142,1.8619764616792724,0.033250864325535145,0.9821421672025075,1.840332339495856,-0.011606742142118653
B0005,27,3.5628427757194934,31.56095538857845,1.8201244782196035,0.977522818187549,141,1.8619764616792724,0.041851983459668896,0.9775228181875492,1.8287255973537373,-0.00860111913413375
B0005,28,3.556833231052199,31.56558649878708,1.8193301668811837,0.9770962223874584,140,1.8619764616792724,0.04264629479808879,0.9770962223874586,1.8201244782196035,-0.0007943113384198952
B0005,29,3.568290947384154,31.505850682292653,1.8081174735813892,0.9710742916431344,139,1.8619764616792724,0.053858988097883254,0.9710742916431343,1.8193301668811837,-0.011212693299794463
B0005,30,3.5669461267660054,31.500679894512725,1.809389854426699,0.9717576412297142,138,1.8619764616792724,0.05258660725257336,0.9717576412297142,1.8081174735813892,0.001272380845309895
B0005,31,3.5555778524083497,31.937535198015297,1.8599722319147571,0.9989236009123834,137,1.8619764616792724,0.0020042297645153084,0.9989236009123833,1.809389854426699,0.05058237748805805
B0005,32,3.566249609695861,32.018959004954816,1.8336069405338973,0.9847637595161708,136,1.8619764616792724,0.028369521145375165,0.9847637595161706,1.8599722319147571,-0.026365291380859857
